Ingr,Match,Score
a mixture of baby lettuce leaves,"lettuce, for use on a sandwich",0.33333333333333337
whole-wheat extra-wide noodle style pasta,"bagel, whole wheat",0.4364357804719848
cran-apple juice,"apple juice, 100%",0.6666666666666667
from about 1/2 lime,"cheeseburger, from fast food, 1 small patty",0.33806170189140655
regular lemon juice,"lemon juice, 100%, freshly squeezed",0.5163977794943222
American lager beer,beer,0.5773502691896258
chocolate hazelnut spread,"topping, chocolate flavored hazelnut spread",0.7745966692414834
goat cheese logs,"cheese, goat",0.8164965809277259
gravy sauce,white sauce or gravy,0.7071067811865475
3-color slaw mix,"snack mix, plain (chex mix)",0.3779644730092272
egg product,"egg, deviled",0.4999999999999999
Roasted Root Vegetable Salad recipe,"biscuit, home recipe",0.2581988897471611
Prepared Ranch dressing,creamy dressing,0.40824829046386296
cayenne pepper,pepper steak,0.4999999999999999
Kaiser rolls,pizza rolls,0.4999999999999999
celery stick,"margarine, stick",0.4999999999999999
dill pickle spears,"relish, pickle",0.40824829046386296
Multigrain chips,multigrain chips (sun chips),0.5773502691896258
Cooking spray,"egg, whole, fried with cooking spray",0.2886751345948129
Pats of butter,"butter, nfs",0.40824829046386296
the juice of 2 limes,"fruit juice blend, 100% juice",0.33806170189140655
rustic sourdough bread,"bread, potato",0.40824829046386296
tomato paste,wasabi paste,0.4999999999999999
cylindrical rice cakes,rice pilaf,0.40824829046386296
chicken or vegetable broth,"chicken or turkey broth, bouillon, or consomme",0.6666666666666666
caramel corn,corn oil,0.4999999999999999
chocolate spread,"topping, chocolate flavored hazelnut spread",0.6324555320336759
guava extract,guava nectar,0.4999999999999999
1 percent milk,"milk, low fat (1%)",0.5773502691896258
hard corn,corn oil,0.4999999999999999
chocolate cigar cookies,"fudge, chocolate, chocolate-coated",0.47140452079103173
split brioche rolls,brioche,0.5773502691896258
Linguini and Clam Sauce,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
vanilla ice cream sandwiches,"ice cream, vanilla",0.8660254037844387
from about 1 lemon,"cheeseburger, from fast food, 1 small patty",0.3779644730092272
seamless crescent roll dough,"roll, sour dough",0.5773502691896258
reserved shrimp stock,shrimp scampi,0.40824829046386296
beef rib roast,roast beef sandwich,0.6666666666666667
French fries,yuca fries,0.4999999999999999
top shelf gin,gin,0.5773502691896258
orange flower honey,honey,0.5773502691896258
British lamb,"lamb hocks, cooked",0.40824829046386296
Vegetable baking spray,"egg, whole, fried with cooking spray",0.23570226039551587
Moroccan or Greek olives,"olives, stuffed",0.35355339059327373
Icing sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
whole-wheat tortilla wraps,"tortilla, whole wheat",0.8660254037844387
Rice vinegar,vinegar,0.7071067811865475
Champagne mango,mango nectar,0.4999999999999999
zoo animal shaped pasta,flavored pasta,0.35355339059327373
raspberry vinaigrette,"pie, raspberry, two crust",0.35355339059327373
whole wheat English muffins,"bagel, whole wheat",0.5773502691896258
Thai soy sauce,soy sauce,0.8164965809277259
achiote oil,cottonseed oil,0.4999999999999999
waxy-style potato,"potato salad, german style",0.5773502691896258
cilantro-pepita Caesar dressing,creamy dressing,0.35355339059327373
oxtail pieces,oxtail soup,0.4999999999999999
stew beef,"beef stew with potatoes, gravy",0.6324555320336759
firm organic tofu,"pie, tofu with fruit",0.2886751345948129
Persian cucumber,"cucumber, raw",0.4999999999999999
currant jelly,"jelly sandwich, regular jelly, nfs",0.5345224838248487
pasta pieces,flavored pasta,0.4999999999999999
waffle cone bowl,"frozen yogurt cone, chocolate, waffle cone",0.6123724356957945
Spanish onion,"bread, onion",0.4999999999999999
whole-wheat buns,"bagel, whole wheat",0.6666666666666667
cascable chiles,"chiles rellenos, cheese-filled",0.35355339059327373
canned peaches,"cherries, canned",0.4999999999999999
Mexican-style lager beer,beer,0.5
fontina,"cheese, fontina",0.7071067811865475
kale,"kale, raw",0.7071067811865475
Mexican 4-cheese blend,"cheese, mexican blend",0.5773502691896258
sundried tomato halves,tomato aspic,0.40824829046386296
Thai curry powder,chicken curry,0.40824829046386296
plain,"muffin, plain",0.7071067811865475
baby red romaine lettuce,"romaine lettuce, raw",0.5773502691896258
bacon rind,bacon bits,0.4999999999999999
milk balls,coconut milk,0.4999999999999999
squid ink,"squid, dried",0.4999999999999999
garlic rub,garlic sauce,0.4999999999999999
whole-wheat pita chips,"bread, pita, whole wheat",0.75
lemonade,vodka and lemonade,0.5773502691896258
butter cookies,"butter, nfs",0.4999999999999999
Parmigiano and pecorino cheeses,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
caraway seeds,mixed seeds,0.4999999999999999
Dutch yellow,"summer squash, yellow, raw",0.35355339059327373
Cheddar cheese soup,potato and cheese soup,0.5773502691896258
kaiser roll,"roll, cheese",0.4999999999999999
Patron Silver tequila,tequila,0.5773502691896258
curry powder blend,chicken curry,0.40824829046386296
seasoning rub,puerto rican seasoning with ham,0.31622776601683794
peas and baby onions,"carrots and peas, baby food, strained",0.6123724356957946
xanthan gum,"chewing gum, regular",0.40824829046386296
ready-to-use dessert crepes,"potato, boiled, ready-to-heat",0.3999999999999999
Cheddar/Monterey jack blend,"cheese, colby jack",0.2886751345948129
Yukon gold potato,"bread, potato",0.40824829046386296
orange pekoe tea,"orange, raw",0.40824829046386296
kafir lime leaves,"lime, raw",0.40824829046386296
strawberry sorbet,sorbet,0.7071067811865475
dill pickle relish,"relish, pickle",0.8164965809277259
Italian-style seasoned breadcrumbs,"stewed seasoned ground beef, mexican style",0.4082482904638631
grape soda,"bread, irish soda",0.40824829046386296
cauliflower florets,fried cauliflower,0.4999999999999999
anchovy butter,"butter, nfs",0.4999999999999999
Graham crackers,"crackers, multigrain",0.4999999999999999
pasteurized cheese product,"cheese, processed cheese food",0.47140452079103173
tortilla strips,"tortilla, corn",0.4999999999999999
flat end piece brisket,"beef brisket, cooked, lean only eaten",0.20412414523193154
Grilled Corn and Bean Salsa,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
soft-shell crabs,"crab, soft shell, coated, fried",0.5163977794943222
from the drippings,"lentils, from canned",0.33333333333333337
yolk,"egg, yolk only, raw",0.5
licorice rounds,licorice,0.7071067811865475
baby broccoli,"broccoli and chicken, baby food, strained",0.5773502691896258
Serrano ham,ham stroganoff,0.4999999999999999
anchovies in oil,"sardines, canned in oil",0.5773502691896258
grape leaves,grape leaves stuffed with rice,0.6324555320336759
lychee juice,lychee,0.7071067811865475
vegetable or wok oil,"vegetable oil, nfs",0.5773502691896258
pita bread,"bread, pita",0.9999999999999998
orange juice (from 4 medium oranges,"orange juice, baby food",0.4082482904638631
from canned lychees,"lentils, from canned",0.6666666666666667
ginger and garlic paste,whiskey and ginger ale,0.5
rose,"wine, table, rose",0.5773502691896258
whole-wheat sandwich bread,"bread, whole wheat",0.8660254037844387
sesame seed paste,wasabi paste,0.40824829046386296
whole-wheat hoagie rolls,"bagel, whole wheat",0.5773502691896258
tandoori masala powder,nutritional powder mix (eas whey protein powder),0.3849001794597505
Mexican and Spanish food,"pears and pineapple, baby food, strained",0.4082482904638631
pound cakes,"cake, pound, chocolate",0.40824829046386296
four-cheese sauce mix,cheese sauce,0.7071067811865475
chicken liver pate,"liver paste or pate, chicken",0.7745966692414834
Creole-style mustard,mustard,0.5773502691896258
popcorn chicken,"chicken, chicken roll, roasted",0.5773502691896258
Dry jerk seasoning,puerto rican seasoning with ham,0.2581988897471611
wedge ricotta salata,"cheese, ricotta",0.40824829046386296
cashew nuts,pine nuts,0.4999999999999999
peanut butter jar,peanut butter,0.8164965809277259
peppermint leaves,"taro leaves, cooked",0.40824829046386296
Lemon and lime slices,"lime, raw",0.35355339059327373
Simplest Quinoa and Pine Nut Pilaf,"ham and cheese sandwich, with lettuce and spread",0.25819888974716115
cactus,"cactus, raw",0.7071067811865475
tube pasta,flavored pasta,0.4999999999999999
croissant dough,croissant,0.7071067811865475
Mediterranean-style mixed salad greens,"mixed salad greens, raw",0.6708203932499369
kaiser rolls,pizza rolls,0.4999999999999999
bone in spiral ham,ham stroganoff,0.35355339059327373
canned cherry pie filling,cherry pie filling,0.8660254037844387
coconut milk beverage,coconut milk,0.8164965809277259
from the beef,beef jerky,0.40824829046386296
scrambled eggs,"scrambled eggs with jerked beef, puerto rican style",0.4999999999999999
Italian Roast coffee,"coffee, macchiato",0.40824829046386296
Carrot pickled onion salad,shrimp salad,0.35355339059327373
dill pickle rounds,"relish, pickle",0.40824829046386296
Chocolate chips,multigrain chips (sun chips),0.5773502691896258
Italian maraschino cherry,"cherries, maraschino",0.40824829046386296
Half-and-half,"cream, half and half",0.7071067811865476
the pickling liquid,"yogurt, liquid",0.40824829046386296
lemon sole,"lemon, raw",0.4999999999999999
Butter and syrup,"topping, nuts and syrup",0.5773502691896258
Basil and Mint Pesto,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
condiments,"gyro sandwich (pita bread, beef, lamb, onion, condiments), with tomato and spread",0.2886751345948129
mini morsel chips,multigrain chips (sun chips),0.47140452079103173
maraschino syrup,blueberry syrup,0.4999999999999999
Bone-in Ham,vegetables in pastry,0.33333333333333337
pretzel baguettes,"pretzel, baby food",0.40824829046386296
sesame snack sticks,sesame oil,0.40824829046386296
saltine cracker crumbs,"crackers, saltine",0.40824829046386296
hot fudge topping,"ice cream sundae, hot fudge topping",0.7071067811865476
Turkish bay leaves,"taro leaves, cooked",0.33333333333333337
Italian turkey sausage links,pork sausage rice links,0.5
edamame beans,"beans, nfs",0.4999999999999999
turkey gravy,turkey with gravy,0.8164965809277259
Rustic Italian bread,"bread, potato",0.40824829046386296
coconut and almond candy bars,"coconut candy, chocolate covered",0.4472135954999579
creamed corn,"corn, creamed",0.9999999999999998
pumpkin ravioli,"pie, pumpkin",0.4999999999999999
pappardelle pasta,flavored pasta,0.4999999999999999
Strawberry-lime salsa,"salsa verde or salsa, green",0.4364357804719848
mixed baby greens,"mixed salad greens, raw",0.5773502691896258
cucumber,"cucumber, raw",0.7071067811865475
Louisiana smoked sausage,"pompano, smoked",0.40824829046386296
fennel seed,"fennel bulb, raw",0.40824829046386296
whole-grain burger buns,"muffin, whole grain",0.5773502691896258
Enchilada sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
for French Toast,"salad dressing, nfs, for sandwiches",0.2581988897471611
Memphis-style barbeque sauce,"lobster with sauce, puerto rican style",0.4082482904638631
Warm cream,"cream, heavy",0.4999999999999999
fried rice sticks,"rice, fried, meatless",0.6666666666666667
Potato starch,"fish in lemon-butter sauce with starch item, vegetable, frozen meal",0.21320071635561041
orange pekoe tea bags,"orange, raw",0.35355339059327373
round tortilla chips,"tortilla chips, flavored",0.6666666666666667
unbaked pizza crusts,dessert pizza,0.40824829046386296
chicken sausage links,pork sausage rice links,0.5773502691896258
coconut water,"coconut water, sweetened",0.8164965809277259
liquid shortening,"yogurt, liquid",0.4999999999999999
confectioners'' sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
whole-grain pancake mix,"muffin, whole grain",0.5773502691896258
goat cheese,"cheese, goat",0.9999999999999998
banana liqueur,banana split,0.4999999999999999
mini chips,multigrain chips (sun chips),0.5773502691896258
almond bakery emulsion,almond butter,0.40824829046386296
basil oil,cottonseed oil,0.4999999999999999
chocolate fudge ice cream,"ice cream, chocolate",0.8660254037844387
chocolate-hazelnut babka,"topping, chocolate flavored hazelnut spread",0.5163977794943222
thyme leaf,"tea, hot, leaf, oolong",0.35355339059327373
applewood-smoked bacon,"pork bacon, smoked or cured, cooked",0.47140452079103173
Split top hot dog roll,"roll, white, hot dog bun",0.5999999999999999
Fleischmann's® Original-stick,"margarine, stick",0.35355339059327373
poblano chili,tomato chili sauce,0.40824829046386296
Mexican diced tomatoes,"tomatoes, scalloped",0.40824829046386296
lemon juice (from about 2 lemons,"lemon juice, 100%, freshly squeezed",0.3651483716701107
kimchi powder,kimchi,0.7071067811865475
Sriracha hot chili sauce,hot pepper sauce,0.5773502691896258
pate,"liver paste or pate, chicken",0.4472135954999579
coconut juice,"fruit juice blend, 100% juice",0.5345224838248487
biscuit crumbs,"biscuit, cheese",0.4999999999999999
from about 1/2 pineapple,"cheeseburger, from fast food, 1 small patty",0.33806170189140655
meat from a rotisserie chicken,"chicken wing, rotisserie",0.5163977794943222
sprigs fresh marjoram,"coconut, fresh",0.40824829046386296
frozen puff pastry cups,"pastry, puff",0.7071067811865475
rotisserie chicken meat,"chicken wing, rotisserie",0.6666666666666667
pizza wheel,dessert pizza,0.4999999999999999
Crystal flake sea salt,"sea bass, pickled",0.2886751345948129
rigatoni pasta,flavored pasta,0.4999999999999999
piquant peppers,"peppers, pickled",0.4999999999999999
pineapple vinegar,vinegar,0.7071067811865475
Irish white cheddar cheese,"cheese, cheddar",0.7071067811865475
Brussels sprout leaves,"taro leaves, cooked",0.33333333333333337
Pan drippings from roast,"potato from puerto rican style stuffed pot roast, with gravy",0.31622776601683794
baby spinach,"spinach, creamed, baby food, strained",0.6324555320336759
meat tortellini,"tortellini, meat-filled, no sauce",0.6324555320336759
popsicle sticks,popsicle,0.7071067811865475
veal stock,veal marsala,0.4999999999999999
sambal hot sauce,hot pepper sauce,0.6666666666666667
goat cheese crumbles,"cheese, goat",0.8164965809277259
balsamic dressing,creamy dressing,0.4999999999999999
beef tenderloin tips,beef jerky,0.40824829046386296
jasmati rice,rice pilaf,0.4999999999999999
Decorator's sugar,"sugar, white, confectioner's, powdered",0.5163977794943222
Ciabatta rolls,pizza rolls,0.4999999999999999
baby dill,baby ruth,0.4999999999999999
Dusseldorf mustard,mustard,0.7071067811865475
loaf brioche,brioche,0.7071067811865475
Kellogg's® Corn Flakes® cereal,cereal (kellogg's krave),0.4472135954999579
Granny Smith apples,"apples, baby food, toddler",0.2886751345948129
goji berries,"berries, nfs",0.4999999999999999
pasilla chili powder,nutritional powder mix (eas whey protein powder),0.3849001794597505
sour belt candies,whiskey sour,0.40824829046386296
from approximately 3 medium leeks,"pizza, cheese, from school lunch, medium crust",0.33806170189140655
meatballs,"meatballs, puerto rican style",0.5
pumpkin beer,beer,0.7071067811865475
